"economy","economycode","wpid_random","wgt","female","age","educ","inc_q","emp_in","urbanicity_f2f","account","account_fin","account_mob","fin1_1a","fin1_1b","fin2","fin4","fin4a","fin5","fin6","fin7","fin8","fin8a","fin8b","fin9","fin9a","fin10","fin10a","fin10b","fin11_1","fin11a","fin11b","fin11c","fin11d","fin11e","fin11f","fin11g","fin11h","fin13a","fin13b","fin13c","fin13d","fin14_1","fin14_2","fin14_2_China","fin14a","fin14a1","fin14b","fin14c","fin14c_2","fin14c_2_China","fin16","fin17a","fin17a1","fin17b","fin20","fin22a","fin22b","fin22c","fin24","fin24a","fin24b","fin26","fin27_1","fin27c1","fin27c2","fin28","fin29_1","fin29c1","fin29c2","fin30","fin31a","fin31b","fin31b1","fin31b1_China","fin31c","fin32","fin33","fin34a","fin34b","fin34d","fin34e","fin35","fin37","fin38","fin39a","fin39b","fin39d","fin39e","fin42","fin42a","fin43a","fin43b","fin43d","fin43e","fin44a","fin44b","fin44c","fin44d","fin45","fin45_1","fin45_1_China","saved","borrowed","receive_wages","receive_transfers","receive_pension","receive_agriculture","pay_utilities","remittances","mobileowner","internetaccess","anydigpayment","merchantpay_dig"
"Pakistan","PAK",191327462,0.444160558312665,1,42,2,2,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,2,2,2,4,1,,1,0,4,4,4,4,2,5,2,2,0,0
"Pakistan","PAK",200549821,0.318194072105036,2,31,2,4,1,2,1,0,1,,,2,,,,,,,,,,,,,,,1,1,2,1,2,1,2,2,1,2,2,2,2,,,2,1,2,,,,2,2,2,2,2,2,1,,3,2,1,1,2,1,1,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,2,2,1,,0,1,4,4,4,4,4,2,1,2,1,0
"Pakistan","PAK",169342499,1.82336206710418,1,50,1,5,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,3,3,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,1,,0,0,4,4,4,4,4,5,2,2,0,0
"Pakistan","PAK",113216114,1.32375572881964,1,23,1,2,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,3,3,2,3,3,3,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,1,1,3,3,1,,0,0,4,4,4,4,4,5,2,2,0,0
"Pakistan","PAK",120165350,1.70088858144586,2,20,2,2,1,1,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,2,2,2,2,2,,,2,1,2,,,,2,2,2,2,2,2,2,,7,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,0,4,4,4,4,2,5,1,1,1,0
"Pakistan","PAK",139736163,0.326479375411351,1,32,2,3,2,2,1,1,0,2,2,1,2,,2,2,2,,,,1,2,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,7,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,2,2,1,,0,1,4,4,4,4,2,5,1,2,0,0
"Pakistan","PAK",143538580,0.890445269326008,2,30,1,1,1,2,1,0,1,,,2,,,,,,,,,,,,,,,1,1,2,2,2,1,2,1,2,2,2,1,2,,,2,2,2,,,,2,2,2,2,2,2,2,,2,1,4,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,1,,,1,1,1,1,3,1,,0,0,4,4,4,1,2,5,1,2,1,0
"Pakistan","PAK",183134507,0.562289182474366,1,15,1,2,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,3,3,1,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,1,1,3,3,2,,0,0,4,4,4,4,4,5,2,2,0,0
"Pakistan","PAK",122362826,1.0242965229417,2,24,3,2,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,2,1,2,2,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,2,2,,,,2,,,,2,,,,,,1,2,2,2,2,2,,2,2,,,,,2,,,,,,2,2,2,2,2,2,,0,0,3,4,4,4,4,5,1,1,0,0
"Pakistan","PAK",206349903,0.660384371066426,1,20,1,2,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,1,2,1,2,2,2,,,,,2,,,1,2,2,,,,2,2,,2,1,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,1,1,1,,0,1,4,4,4,4,4,5,2,2,0,0
"Pakistan","PAK",112419830,0.685195199585576,1,18,2,1,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,3,3,1,4,3,,0,0,4,4,4,4,4,5,2,2,0,0
"Pakistan","PAK",155507991,0.25845637892808,1,38,2,4,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,2,1,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,0,4,4,4,4,4,5,1,2,0,0
"Pakistan","PAK",136791395,0.407764472941546,1,25,1,3,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,1,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,1,2,2,1,,0,1,4,4,4,4,4,5,2,2,0,0
"Pakistan","PAK",141814876,0.768222392206279,2,23,2,4,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,2,2,1,2,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,2,4,2,,0,0,4,4,4,4,4,5,1,1,0,0
"Pakistan","PAK",210122671,0.251685658595747,1,45,1,5,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,1,1,1,1,1,1,1,1,,,,,1,1,,2,1,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,2,,,,1,2,2,,,2,2,,,,,,,2,2,,,,,2,,,,,,2,3,1,3,3,1,,0,1,4,4,4,4,3,5,1,1,0,0
"Pakistan","PAK",210711851,0.251685658595747,1,35,2,5,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,3,2,2,2,2,2,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,2,1,2,,,,1,2,2,2,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,1,3,2,,0,1,4,4,4,4,4,4,2,1,0,0
"Pakistan","PAK",175527494,0.804732182370739,1,21,2,4,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,3,2,,2,2,2,2,,9,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,6,2,2,4,6,2,,0,0,4,4,4,4,4,5,2,2,0,0
"Pakistan","PAK",199647439,0.6266090820922,1,45,1,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,1,1,1,3,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,2,2,1,2,,0,0,2,4,4,4,4,5,1,2,0,0
"Pakistan","PAK",144291290,0.47902368495928,1,16,1,2,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,5,2,2,2,4,2,,0,0,4,4,4,4,2,5,2,2,0,0
"Pakistan","PAK",210586368,1.35622780112411,2,21,1,1,2,2,1,1,0,,,2,,,,,,,,,,,,,,,2,1,1,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,2,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,2,1,2,2,2,2,2,2,,0,0,4,4,4,1,2,5,1,1,0,0
"Pakistan","PAK",196849625,1.43676037250012,1,50,1,3,2,2,1,1,0,,,2,,,,,,,,,,,,,,,1,1,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,1,1,2,1,,,2,,,,,,,1,2,2,2,1,,2,,,,,,1,1,2,3,1,1,,0,0,4,2,4,4,1,5,1,1,1,0
"Pakistan","PAK",129497262,0.661877864409821,1,22,1,5,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,3,3,2,3,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,1,3,2,2,,0,0,4,4,4,4,4,5,2,2,0,0
"Pakistan","PAK",170022080,0.828134333562907,1,21,2,5,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,1,2,2,1,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,3,1,1,3,1,,0,0,4,4,4,4,2,5,1,1,0,0
"Pakistan","PAK",152609223,0.426283438455314,2,44,2,4,2,2,1,1,0,2,2,1,2,,2,2,2,,,,2,,2,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,2,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,2,1,1,3,2,,0,0,4,4,4,4,2,5,1,2,0,0
"Pakistan","PAK",131354637,0.261118415278367,2,34,1,3,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,1,1,2,1,2,1,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,3,2,1,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,1,1,2,2,1,,3,1,2,2,2,2,,0,1,2,4,4,2,4,5,2,2,0,0
"Pakistan","PAK",175651701,1.14116970332096,2,21,2,1,1,1,0,0,0,,,2,,,,,,,,,,,,,,3,1,3,1,3,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,3,2,3,3,,1,,0,0,2,4,4,4,4,5,1,2,0,0
"Pakistan","PAK",168115842,0.539258240012131,1,32,1,2,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,1,3,2,3,3,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,1,4,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,3,2,1,,0,0,4,4,4,4,4,5,2,1,0,0
"Pakistan","PAK",112789669,1.98563359322946,1,16,1,5,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,3,3,1,3,3,3,2,3,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,2,3,2,2,,0,0,4,4,4,4,4,5,2,2,0,0
"Pakistan","PAK",114381936,0.469533628799846,2,64,3,5,2,2,1,1,0,1,2,1,2,,2,2,2,,,,1,2,1,1,1,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,,2,2,2,2,,1,3,3,2,,,,2,,,,1,2,2,,,1,1,2,1,2,,,2,2,2,,,,,2,,,,,,3,2,3,3,,3,,1,0,1,4,4,4,2,5,1,1,1,0
"Pakistan","PAK",145439377,3.64672413420837,1,45,1,1,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,3,2,1,,0,1,4,4,4,2,4,5,2,2,0,0
"Pakistan","PAK",196704512,0.414549854425154,1,42,1,5,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,2,2,2,2,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,2,,2,,0,0,4,4,4,4,4,5,1,1,0,0
"Pakistan","PAK",147926290,0.961029357418803,1,35,1,4,2,2,1,1,1,,,1,2,,2,2,2,,,,2,,1,1,1,,,,,,,,,,1,2,2,1,2,,,2,2,2,,,,2,2,2,2,2,2,1,,7,,,2,,,,1,1,,,1,2,2,,,2,2,,,,,,,2,2,,,,,2,,,,,,1,2,1,1,1,1,,0,1,4,4,4,4,3,1,1,1,1,0
"Pakistan","PAK",165562489,0.603641912007028,2,31,1,1,2,1,1,1,0,1,1,1,1,1,2,2,2,,,,2,,1,1,1,,,,,,,,,,,,,,2,1,,2,2,2,,,,2,2,2,2,1,2,2,,2,2,1,1,1,,,1,2,1,2,1,2,2,,,1,1,2,2,2,2,2,,1,2,2,2,2,2,1,1,2,2,1,,1,1,1,1,2,1,,0,1,3,3,4,2,2,1,1,1,1,1
"Pakistan","PAK",204540865,1.15050408974716,2,16,1,4,2,2,1,1,0,,,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,2,,2,1,1,1,2,2,2,2,,,,1,1,2,1,,,2,,,,,,,1,2,2,2,2,2,2,,,,,,1,1,2,1,2,1,,0,1,4,3,4,4,1,4,1,2,1,0
"Pakistan","PAK",167903352,0.36779343553771,2,34,2,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,1,2,2,2,2,2,,,,,2,,,2,1,2,,,,2,2,2,2,1,2,1,,2,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,2,2,,0,1,4,4,4,4,4,5,1,1,0,0
"Pakistan","PAK",157931324,0.679867767803307,2,35,1,3,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,2,2,5,,0,0,4,4,4,4,2,5,1,2,0,0
"Pakistan","PAK",131845880,0.26194318084747,1,50,1,4,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,3,2,2,3,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,1,2,2,2,2,2,,,,,,1,1,1,4,1,1,,0,0,4,4,3,4,4,5,2,2,0,0
"Pakistan","PAK",192084114,1.82336206710418,1,50,1,5,2,2,1,1,0,,,2,,,,,,,,,,,,,,,1,1,2,1,2,2,1,1,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,1,2,,,1,1,1,3,2,1,,0,1,4,4,4,1,2,5,1,2,1,0
"Pakistan","PAK",177420938,0.351865139748115,1,25,1,3,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,3,3,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,2,3,1,,0,0,4,4,4,4,4,5,1,2,0,0
"Pakistan","PAK",204484253,0.448230721686999,1,22,1,2,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,2,,,1,2,2,,,,1,2,,2,1,2,2,,1,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,2,2,2,2,2,2,1,2,,1,1,4,4,4,3,4,5,2,2,0,0
"Pakistan","PAK",179130833,0.578980792142613,1,28,1,1,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,3,3,1,3,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,4,2,,,,1,2,2,2,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,3,3,1,,1,1,4,4,4,4,4,4,2,2,0,0
"Pakistan","PAK",153267145,1.17889889191604,2,45,2,1,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,1,1,2,2,1,1,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,2,2,2,,,,2,,,,1,2,2,,,1,1,2,2,2,2,2,,2,2,,,,,1,1,2,2,1,,2,1,2,3,2,2,,0,1,3,4,4,2,2,5,2,2,0,0
"Pakistan","PAK",163123069,0.529057944806657,2,35,2,2,1,1,0,0,0,,,2,,,,,,,,,,,,,,3,1,3,1,3,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,2,3,1,,0,1,2,4,4,4,4,5,1,2,0,0
"Pakistan","PAK",122752912,0.76917445784016,2,33,3,4,1,1,1,1,0,1,1,1,2,,2,1,2,,,,1,2,1,1,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,2,1,2,2,2,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,1,2,,,2,1,2,2,2,2,,0,0,4,4,4,1,4,4,1,1,1,0
"Pakistan","PAK",144988501,0.357056341870538,2,27,2,5,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,2,2,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,2,2,3,1,,0,0,2,4,4,4,2,5,1,1,0,0
"Pakistan","PAK",144618187,0.284014564122943,2,39,2,5,1,2,0,0,0,,,2,,,,,,,,,,,,,,3,1,3,2,3,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,2,3,2,,0,0,4,4,4,4,4,5,1,2,0,0
"Pakistan","PAK",158405694,1.67537566701661,2,17,2,4,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,1,2,2,2,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,2,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,3,1,2,4,2,1,,0,1,2,4,4,4,2,5,2,2,0,0
"Pakistan","PAK",160455404,1.12615055425552,2,55,1,2,1,1,0,0,0,,,2,,,,,,,,,,,,,,3,1,2,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,2,2,1,1,,0,0,2,4,4,4,2,5,1,2,0,0
"Pakistan","PAK",165027508,0.533510943363201,1,45,1,5,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,1,2,,1,2,2,1,2,1,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,2,1,2,1,1,,1,1,4,4,4,4,4,5,2,2,0,0
"Pakistan","PAK",197723513,0.330118635385534,1,20,2,3,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,1,1,2,2,2,,,,,2,,,1,2,2,,,,2,2,,2,2,2,1,,1,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,4,2,2,2,2,2,,0,1,4,4,4,4,4,5,2,2,0,0
"Pakistan","PAK",195811994,0.251685658595747,2,55,2,1,2,2,1,1,0,,,2,,,,,,,,,,,,,,,2,1,1,2,2,2,2,2,,,,,2,,,1,2,2,,,,2,2,2,2,1,2,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,2,1,2,1,2,1,1,1,,0,1,4,4,4,1,2,5,1,2,1,0
"Pakistan","PAK",194007033,0.251685658595747,1,23,1,5,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,1,2,,2,2,2,2,,1,1,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,2,2,1,2,4,1,,1,0,4,4,4,2,4,5,2,2,0,0
"Pakistan","PAK",169685231,1.72575613462074,2,20,1,5,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,2,,,,,2,,,2,2,2,,,,2,2,,3,2,2,2,,1,1,1,2,,,,2,,,,1,2,3,,,2,1,2,2,2,2,2,,2,2,,,,,2,,,,,,1,2,1,2,2,2,,0,0,3,4,4,4,3,5,1,1,0,0
"Pakistan","PAK",158292986,0.703042793290049,2,28,2,4,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,2,,,,,,1,2,2,2,2,2,,2,2,,,,,2,,,,,,1,1,2,3,1,2,,0,0,3,4,4,4,4,5,1,2,0,0
"Pakistan","PAK",180273317,0.251685658595747,1,30,2,5,2,2,1,0,1,,,2,,,,,,,,,,,,,,,2,2,1,2,2,1,1,2,1,2,2,2,2,,,2,1,2,,,,2,2,2,2,2,2,2,,1,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,0,4,4,4,4,4,5,2,1,1,0
"Pakistan","PAK",187847082,1.03291563300391,1,32,1,1,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,1,3,2,1,,0,1,4,4,4,4,4,5,2,2,0,0
"Pakistan","PAK",116857421,2.14334042276796,1,25,1,3,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,1,3,1,3,2,1,3,1,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,2,2,2,1,,1,2,2,2,1,2,,1,1,4,4,4,2,4,5,2,2,0,0
"Pakistan","PAK",111129941,0.661868184142747,1,25,2,1,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,1,2,2,2,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,2,,0,0,4,4,4,4,4,5,1,2,0,0
"Pakistan","PAK",158498968,1.25434431588348,1,18,1,2,2,1,1,1,0,,,2,,,,,,,,,,,,,,,1,1,1,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,1,3,,1,,0,0,4,4,4,4,1,5,1,2,1,0
"Pakistan","PAK",134457599,2.18999750477198,2,72,1,3,1,2,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,2,2,1,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,2,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,3,2,1,2,2,2,,0,0,4,4,4,2,2,5,1,2,0,0
"Pakistan","PAK",163689671,1.53190277613184,1,15,1,1,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,0,4,4,4,4,4,5,2,2,0,0
"Pakistan","PAK",200319247,0.828370007873529,1,33,1,3,1,2,0,0,0,,,2,,,,,,,,,,,,,,2,1,1,1,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,1,4,4,4,4,4,5,2,2,0,0
"Pakistan","PAK",115744907,0.251685658595747,1,36,1,2,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,5,2,1,1,,1,0,4,4,4,2,4,5,2,2,0,0
"Pakistan","PAK",131156733,0.472822666310177,2,18,3,5,1,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,1,2,1,2,,,,1,2,2,2,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,1,,3,2,2,3,2,2,,0,1,4,4,4,2,4,4,1,1,0,0
"Pakistan","PAK",157971715,2.61266706147364,1,65,1,2,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,3,1,3,,0,0,4,4,4,4,4,5,2,2,0,0
"Pakistan","PAK",170039867,0.289683304439833,2,45,2,5,1,2,1,1,1,,,1,2,,2,2,2,,,,2,,4,,1,,,,,,,,,,1,1,2,1,2,,,1,1,2,,,,2,2,2,1,2,2,2,2,3,3,2,1,1,,,4,,,,1,2,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,2,2,2,,1,0,4,4,4,4,1,1,1,1,1,0
"Pakistan","PAK",185036175,0.652958750822702,1,25,1,4,2,1,0,0,0,,,2,,,,,,,,,,,,,,2,1,3,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,4,2,1,,0,0,4,4,4,4,2,5,2,2,0,0
"Pakistan","PAK",170141001,0.255398874189578,2,40,1,1,2,2,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,1,1,1,2,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,3,3,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,1,1,2,3,1,,0,0,4,4,4,4,2,5,1,1,0,0
"Pakistan","PAK",186430750,1.25434431588348,1,22,2,2,2,2,0,0,0,,,2,,,,,,,,,,,,,,1,1,1,2,2,2,2,2,1,,,,,2,,,2,2,2,,,,2,2,2,2,2,2,2,,1,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,0,0,4,4,4,4,4,5,1,1,0,0
